CybORG v2.1, Scenario2, Commit Hash: Not using git
author: Johannes Loevenich, team: Team.KI, technique: PPO + Greedy decoys
wrappers: ChallengeWrapper2(env=env, agent_name='Blue')
steps: 20, adversary: B_lineAgent, mean: -6.946, standard deviation 1.568530161867112
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.214.176/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.214.187'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.214.187'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Remove User2', 'ExploitRemoteService 10.0.214.187'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.120.158')], total reward: -5.8
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.190.192/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.190.201'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.190.201'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.186.234'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.186.234'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.186.234'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.186.234'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.186.234'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.186.234'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.186.234'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.186.234'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.186.234')], total reward: -8.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.54.80/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.54.89'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.54.89'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.13.117'), ('Analyse User2', 'ExploitRemoteService 10.0.13.117'), ('Analyse User2', 'ExploitRemoteService 10.0.54.89'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.13.117'), ('Analyse User2', 'ExploitRemoteService 10.0.13.117'), ('Analyse User2', 'ExploitRemoteService 10.0.54.89'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.13.117'), ('Analyse User2', 'ExploitRemoteService 10.0.13.117'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.13.117'), ('Remove User2', 'ExploitRemoteService 10.0.54.89'), ('DecoyVsftpd User3', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.13.117'), ('Analyse User2', 'ExploitRemoteService 10.0.13.117')], total reward: -5.7
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.14.48/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.14.51'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.14.51'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.68.222'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.68.222'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.68.222'), ('Remove User2', 'ExploitRemoteService 10.0.14.51'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.68.222'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.68.222'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.14.51'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.68.222'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.68.222'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.68.222'), ('Remove User2', 'ExploitRemoteService 10.0.14.51'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1')], total reward: -5.6
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.126.96/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.126.106'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.126.106'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.18.165'), ('Analyse User2', 'ExploitRemoteService 10.0.18.165'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.18.165'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.18.165'), ('Remove User2', 'ExploitRemoteService 10.0.126.106'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.18.165'), ('Analyse User2', 'ExploitRemoteService 10.0.18.165'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.18.165'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.18.165'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.18.165')], total reward: -7.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.126.240/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.126.254'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.126.254'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.108.51'), ('Analyse User2', 'ExploitRemoteService 10.0.108.51'), ('Analyse User2', 'ExploitRemoteService 10.0.126.254'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User3'), ('Analyse User1', 'DiscoverNetworkServices 10.0.108.51'), ('Analyse User2', 'ExploitRemoteService 10.0.108.51'), ('Analyse User2', 'ExploitRemoteService 10.0.126.254'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.126.254'), ('Remove User2', 'ExploitRemoteService 10.0.126.254'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.126.254'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.126.254'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.126.254')], total reward: -6.1
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.62.96/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.62.97'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.62.97'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.180.99'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.180.99'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.62.97'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.180.99'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.180.99'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.62.97'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.180.99'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.180.99'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.180.99'), ('Remove User2', 'ExploitRemoteService 10.0.62.97'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.180.99'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.180.99')], total reward: -5.7
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.157.128/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.157.133'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.157.133'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.33.252'), ('Analyse User2', 'ExploitRemoteService 10.0.33.252'), ('Analyse User2', 'ExploitRemoteService 10.0.157.133'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.33.252'), ('Analyse User2', 'ExploitRemoteService 10.0.33.252'), ('Analyse User2', 'ExploitRemoteService 10.0.157.133'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.33.252'), ('Analyse User2', 'ExploitRemoteService 10.0.33.252'), ('Analyse User2', 'ExploitRemoteService 10.0.157.133'), ('DecoyVsftpd User3', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.33.252'), ('Analyse User2', 'ExploitRemoteService 10.0.33.252'), ('Analyse User2', 'ExploitRemoteService 10.0.157.133'), ('DecoySSHD User3', 'PrivilegeEscalate User4')], total reward: -4.8
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.10.144/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.10.148'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.10.148'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.103.183'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.183'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.10.148'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.103.183'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.183'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.10.148'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.103.183'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.183'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.10.148'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.103.183'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.183'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.10.148'), ('DecoyVsftpd User3', 'PrivilegeEscalate User1')], total reward: -4.9
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.251.176/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.251.180'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.251.180'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.38.74'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.38.74'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.38.74'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.38.74'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.38.74'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.38.74'), ('Remove User2', 'ExploitRemoteService 10.0.251.180'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.38.74'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.38.74'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.251.180'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1')], total reward: -8.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.148.80/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.148.84'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.148.84'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.249.148'), ('Analyse User2', 'ExploitRemoteService 10.0.249.148'), ('Analyse User2', 'ExploitRemoteService 10.0.148.84'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.249.148'), ('Analyse User2', 'ExploitRemoteService 10.0.249.148'), ('Analyse User2', 'ExploitRemoteService 10.0.148.84'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.249.148'), ('Analyse User2', 'ExploitRemoteService 10.0.249.148'), ('Analyse User2', 'ExploitRemoteService 10.0.148.84'), ('DecoyVsftpd User3', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.249.148'), ('Analyse User2', 'ExploitRemoteService 10.0.249.148'), ('Analyse User2', 'ExploitRemoteService 10.0.148.84'), ('DecoySSHD User3', 'PrivilegeEscalate User4')], total reward: -5.0
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.185.208/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.185.210'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.185.210'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.104.38'), ('Analyse User2', 'ExploitRemoteService 10.0.104.38'), ('Analyse User2', 'ExploitRemoteService 10.0.185.210'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.104.38'), ('Analyse User2', 'ExploitRemoteService 10.0.104.38'), ('Analyse User2', 'ExploitRemoteService 10.0.185.210'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.104.38'), ('Analyse User2', 'ExploitRemoteService 10.0.104.38'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.104.38'), ('Remove User2', 'ExploitRemoteService 10.0.185.210'), ('DecoyVsftpd User3', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.104.38'), ('Analyse User2', 'ExploitRemoteService 10.0.104.38')], total reward: -5.8
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.44.0/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.44.1'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.44.1'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.139.125'), ('Analyse User2', 'ExploitRemoteService 10.0.139.125'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.139.125'), ('Remove User2', 'ExploitRemoteService 10.0.44.1'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.139.125'), ('Analyse User2', 'ExploitRemoteService 10.0.139.125'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.139.125'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.139.125'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.139.125'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.139.125')], total reward: -6.7
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.232.80/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.232.83'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.232.83'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.81.109'), ('Analyse User2', 'ExploitRemoteService 10.0.81.109'), ('Analyse User2', 'ExploitRemoteService 10.0.232.83'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.81.109'), ('Analyse User2', 'ExploitRemoteService 10.0.81.109'), ('Analyse User2', 'ExploitRemoteService 10.0.232.83'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.81.109'), ('Analyse User2', 'ExploitRemoteService 10.0.81.109'), ('Analyse User2', 'ExploitRemoteService 10.0.232.83'), ('DecoyVsftpd User3', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.81.109'), ('Analyse User2', 'ExploitRemoteService 10.0.81.109'), ('Analyse User2', 'ExploitRemoteService 10.0.232.83'), ('DecoySSHD User3', 'PrivilegeEscalate User4')], total reward: -5.0
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.223.0/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.223.11'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.223.11'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.104.252'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.104.252'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.104.240/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.104.248'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.104.248'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.104.252'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.223.11'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.104.252'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.104.252'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.104.252'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.104.252'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -7.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.125.224/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.125.226'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.125.226'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.242.37'), ('Analyse User2', 'ExploitRemoteService 10.0.242.37'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.242.37'), ('Remove User2', 'ExploitRemoteService 10.0.125.226'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.125.226'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.125.226'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.125.226'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.125.226'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.125.226'), ('Restore User3', 'PrivilegeEscalate User3')], total reward: -8.7
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.159.128/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.159.133'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.159.133'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.159.133'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.214.87'), ('Analyse User2', 'ExploitRemoteService 10.0.214.87'), ('Analyse User2', 'ExploitRemoteService 10.0.159.133'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.159.133'), ('Remove User2', 'ExploitRemoteService 10.0.159.133'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.159.133'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.159.133'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.159.133'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.159.133'), ('Restore User3', 'PrivilegeEscalate User3')], total reward: -7.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.71.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.71.73'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.71.73'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.191.197'), ('Analyse User2', 'ExploitRemoteService 10.0.191.197'), ('Analyse User2', 'ExploitRemoteService 10.0.71.73'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.191.197'), ('Analyse User2', 'ExploitRemoteService 10.0.191.197'), ('Analyse User2', 'ExploitRemoteService 10.0.71.73'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.191.197'), ('Analyse User2', 'ExploitRemoteService 10.0.191.197'), ('Analyse User2', 'ExploitRemoteService 10.0.71.73'), ('DecoyVsftpd User3', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.191.197'), ('Analyse User2', 'ExploitRemoteService 10.0.191.197'), ('Analyse User2', 'ExploitRemoteService 10.0.71.73'), ('DecoySSHD User3', 'PrivilegeEscalate User4')], total reward: -5.0
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.39.208/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.39.214'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.39.214'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.14.152'), ('Analyse User2', 'ExploitRemoteService 10.0.14.152'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.14.152'), ('Remove User2', 'ExploitRemoteService 10.0.39.214'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.14.152'), ('Analyse User2', 'ExploitRemoteService 10.0.14.152'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.14.152'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.14.152'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.14.152'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.14.152')], total reward: -7.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.198.144/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.198.157'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.198.157'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.15.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.15.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.198.157'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.15.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.15.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.198.157'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.15.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.15.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.198.157'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.15.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.15.203'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.198.157'), ('DecoyVsftpd User3', 'PrivilegeEscalate User1')], total reward: -4.9
